Book Title,Link,Review Text
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"Testament to the richness and power of Sontag’s theorizing of photography in this excellent, erudite and consistently readable collection is how seamlessly and silently absorbed many of these ideas are into the overall critical (if not the Instagram-popular) thinking about photographs. That they both arise out of and help to construct a cultural “visual code.” That a photograph both records the real and also changes, recontextualizes, and prompts our reconceptualization of it. The inherent surrealism of what is ostensibly the most realist representational art form. The very question of whether it’s an art form at all, viewed from various angles. That we now both condescend to the so-called “primitive” idea of the soul-stealing camera and also exhibit aspects of it in our own modern relationship to photographs (taking tourist snaps to try to “possess” the places we visit, treating old photos as relics and even talismans). The way the uncanny asserts itself again and again, as photographs both familiarize the strange and estrange us from the familiar. And so on. This is a wonderful collection of essays, though the closing curio-cabinet of detached fragments of quotations about photography from theorists, camera advertisements, and photographers themselves seems pointless. Its juxtapositions have a certain jarring effect that might contribute to the collection (though exactly what, I don’t know), but you could get that effect with 2-3 pages of miscellany rather than 25. I’m sure it was gratifying work to put it together, but it’s only mildly interesting and quickly annoying to read, and hardly seems necessary. The rest, though, is sterling work."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"“In the past, a discontent with reality expressed itself as a longing for another world. In modern society, a discontent with reality expresses itself forcefully and most hauntingly by the longing to reproduce this one.” (80) “What is this humanity? It is a quality things have in common when they are viewed as photographs.” (111) “As photographers describe it, picture-taking is both a limitless technique for appropriating the objective world and an unavoidably solipsistic expression of the singular self” (122)"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"The first 2-3 essays of the book are just astonishing. I've been perusing Sontag's journals for the past year or so, and her intellectual range leads you perilously near to pure jealousy, but then you concede her anomalous mind and simply admire it instead. This seemingly limitless curiosity and brute capacity for knowledge is best exhibited in those first 2-3 essays (particularly the first two, which is why I keep saying ""2-3""), and also remains less cloyingly didactic there. For example, her consideration of Diane Arbus at length maintains a level of contemplation and engagement - a recognition of both the potentially nihilistic and exploitative registers of Arbus's ""freak"" work and its power of imagination and sidewise cultural commentary - that falls by the wayside in the latter half of the book, where I felt lectured to in a more dogmatic mode. The later essays tend to sound polemical, in the negative sense of that word, rather than exploratory. This, for me, is the key difference between someone like Sontag and someone like Didion, to whom comparisons - at least I've noticed this lately - are often drawn. Sontag centers her self in the essays; Didion seeks always to efface herself, though this effacement can be even more telling than Sontag's calling her own bluff. Point being, Sontag can sometimes irk me because her sexy essayistic writing begins to feel claustrophobic; I feel as if I've been seduced into agreeing necessarily with points that aren't as fully developed as they could be. I want to feel that a claim is arguable, and that the writer has enabled dialogue. In the later essays of this book, Sontag writes her readers into a corner. Either way, certainly the most exciting writing on photography I've read."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},""" To photograph is to confer importance. There is probably no subject that cannot be beautified; moreover, there is no way to suppress the tendency inherent in all photographs to accord value to their subjects. But the meaning of value itself can be altered "" --- "" Through photographs we follow in the most intimate, troubling way the reality of how people age. To look at an old photograph of oneself, of anyone one has known, or of a much photographed public person is to feel, first of all: how much younger I (she, he) was then. Photography is the inventory of mortality. A touch of the finger now suffices to invest a moment with posthumous irony. Photographs show people being so irrefutably there and at a specific age in their lives; group together people and things which a moment later have already disbanded, changed, continued along the course of their independent destinies. "" --- Since it's related, off the top of my head, some of my favorite photographers: Man Ray Koyo Okada Ren Hang Masahisa Fukase Daido Moriyama Nobuyoshi Araki"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"""On Photography"" is the most brilliant book on photography I have ever read, or ever will read. Questioning the nature of photography--its purpose, meaning, future--Sontag forces us to consider revolutionary ideas about the simple act of ""snapping"" up the world. Of her string of brilliant observations, my favorites include the notion that taking someone's picture is akin to participating in their mortality, the idea that as soon as a photograph is taken, we've witnessed a second of their life expiring. Also equally powerful is the idea that photography--in the realm of war--is essentially encouraging whatever is happening ""to keep happening,"" which is odd and cruel, Sontag claims, when your subject matter is suffering. Sontag, too, explores the role of photography in the realm of the domestic American family, how those who take the most photographs were ""robbed of their childhoods"" and seek to create a world they can control and press into eternity. Similarly, photography becomes a creator of revised memory in families that, under the surface, experience great dysfunction, pain, and disconnectedness. There are thousands of other gems in this genius book, and I can not recommend Sontag's meditation enough for photographers or anyone else disturbed by the prevalence of image in our society, what it means (when we really look at it), and the future of our psychology."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"Susan Sontag is one of the few nonfiction writers-- a list to which I'll add Walter Benjamin and Roland Barthes-- who can simultaneously be intellectually provocative as all hell while still crafting gorgeous prose. In this volume, she doesn't merely look at photography and describe the experience. Well, she does do that. And then she takes that description and tears it apart and rearranges it into a totally new vision. And she does it all without flashiness or melodrama. Her ideas about the nature of the photograph-- sensitivity to the image, etc.-- have been horribly abused by the Joe Liebermans and Tipper Gores, but in Sontag's hands, they're worthy, interesting ideas, not self-righteous, moralistic drivel."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"If only Sontag was alive today, there would be two more brilliant chapters (at least) about digital photography and selfie culture! Lots of what she does say is true at an exponentially far greater level than it was at the time of writing. I got tons of quotes but not gonna share them - I am selfish that way."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I picked this book up at a library booksale about 6 months ago, the first thing that popped out to me when I opened it up was a couple of Kodak Photo's from 1976....about 6 years before I was even born, and a bus schedule card for the same year....for Atlanta/Macon Georgia..... What interesting history the book must have....I can tell by the quotes that were already underlined the previous owner would have been interesting(underlined any reference to Kerouac etc).... I wish there was a name on the photo's....who knows maybe they will find it on goodreads and see my comments :)..... One question I have is, were these self photo's, or more likely photo's which a boyfriend kept of his beautiful girl on his bus-trip across the country...I don't know why I care, but it feels weird to own a book with so much history in it, other then the authors.... So I haven't even started my review yet, but I feel like I've said so much about it already.... **START REVIEW** The book does a good job at making me, a photographer, reflect on what photography is, despite being boring at times with its repetition. The examination of what photography is as an art and how it relates to previous and future arts is a major focus of the book. Photography's realistic or surrealistic tendencies are examined here extensivly. Additionally the book examines the abilities and limits of photography to interpert or create reality, to modify reality, to create change. Also interesting is a section on what photography means to art. Perhaps as the end of the limited edition?? It was a good book, dealing not at all with the technical aspects of photography but attempting instead to examine photography through the eye of philosophy. **END REVIEW** **START NOTES** p12 Photography as supporting the status quo...ie....photograph will watch pain to get a good shot, but do nothing about it p16 photographs as magical...attempts to lay claim to other reality p17 Images that mobilize consciousness always linked to a given historical situation p18 Korea vs Vietnam Photo's....interesting analysis of why Korea photo's were not important...and COULD NOT have been. p40 Art changes morals; tendency in capitalist countries for art to reduce moral and sensory queasiness. p41 Camera as freeing photographer from any responsibility toward the photographed. p45 Films of Paul Morrissey p54 Surrealism = Bourgeoisie p66 Kerouac quote p 67 Photographer not only records, but invents past p 107 Possible montage suggested (Che's Death, Mantegna's Dead Christ, and Rembrant's Anatomy lesson of Prof. Tulp. p107 Photography as beautifying....even the most deplorable conditions can look beautiful through a photograph. *p111 The force of photography is that it keeps open to scrutiny instants in time which would normally be replaced by the flow of time.**** p 123 Ansel Adams idea that we make rater then take pictures p128 Photographs prefer works not to be printed to the edge of the page for reasons of framing p133 Idea that in most types of photography it is the role of the photographer to minimize his presence, the opposite is true of the fine arts and fine arts photography **p 148 Photography as not an art like painting or poetry but a medium which art can be created....like writing...** p149 Photography(and printing press) as democratization of arts....changing fine arts ideas of originals and reproductions off the map. p 175 What in reality is loose connection, images join....ie an A bomb can be used to advertise a safe."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"An interesting book about the art of photography. The book talks about the origins of photography and its juxtaposition against painting and what the benefits of both are vis-à-vis one another. The book was very philosophical in places and made me look at photography in a completely different way. The book also referenced some of the most iconic photographs of all time. It covered chapters such as: Plato’s cave, American seen through photographs darkly, melancholy objects, and the heroism of vision, photographic evangels and the image world. Best bits in the book were: • Karl Marx attacked philosophy for only trying to understand the world without trying to change it. Photographers suggest that the world is hard to understand let alone change so they just take pictures of it instead :) • Wittgenstein said that the meaning of words is in the use of them not in their meaning. • kindness from people who do not know how to be brave is just sugar coated cowardice • “A capitalist society requires a culture based on images. It needs to furnish vast amounts of entertainment in order to stimulate buying and anesthetise the injuries of class, race, and sex. And it needs to gather unlimited amounts of information, the better to exploit natural resources, increase productivity, keep order, make war, and give jobs to bureaucrats. The camera's twin capacities, to subjectivism reality and to objectify it, ideally serve these needs as strengthen them. Cameras define reality in the two ways essential to the workings of an advanced industrial society: as a spectacle (for masses) and as an object of surveillance (for rulers). The production of images also furnishes a ruling ideology. Social change is replaced by a change in images. The freedom to consume a plurality of images and goods is equated with freedom itself. The narrowing of free political choice to free economic consumption requires the unlimited production and consumption of images.”"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I first read the article from which this book was born when I was doing my MFA (2000), picked up the book at a used book store several months ago and have been reading chapters in the midst of other reads, projects, etc. Sontag's ideas are so culturally important and have been so assimilated into what we ""already know"" that it may be difficult at first glance to see how remarkable her contributions were back in the day (1977?) when she first began to articulate them... or how relevant they continue to be. Her ""obviousness"" is a testament to how influential she has been regarding the visual medium and its molding of both personal and cultural memories."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"On Photography by Susan Sontag is a treatise on photography; what meaning it holds, both in Western civilisation, as well as other cultures and how such meaning has changed through the relatively short history of the medium. For non-photographers, it is doubtful whether they would find any value in reading this. However, for those (like me), who have an avid interest, this really is an insightful and influential piece of work. It is the kind of writing that is likely to drive one to question their own work; why do they make the photographs they do? What value do such photographs have to others? What influenced others who came before us? All these questions and many, many others, are answered by Sontag. This isn't an 'easy' read, in the sense that concentration and focus is required to fully absorb the points that Sontag communicates but the payoff for doing so is high. Early on in the book, Sontag articulates wonderfully why people feel such a seemingly irrational fear of having their photograph taken. As someone who wanders the streets, trying see the interesting in what would be either missed, or considered banal by the majority of people, this simple statement gave insight into a problem that I struggled in the past to reconcile with my understanding of photography and what I'm trying to achieve in my images. Sontag also discusses at length the dehumanising effect of photography. How, after being exposed to countless images of misery and suffering, we are eventually anaesthetised to the effect this has on the people in the images concerned. This is fascinating and is no less pertinent today than it was when Sontag created . She writes extensively on the history of the medium, with some particularly interesting comments on the works of Diane Arbus, concluding that the power of Arbus' work is not that it serves the purpose of a parade of freaks, but rather that she successfully scribes a line between those on the margins of society and those who would normally be considered...well...'normal'. The different interpretations of photography that exist between Western culture and others (with the Chinese reasoning behind taking photographs being particularly fascinating), is something that Sontag details in a clear informative manner, with details which seem as fresh today as they were when this work was originally published. The main achievement of this work is that it has stood the test of time. In spite of over forty years having passed since it's publication, many of the points she raises are if anything, more pertinent today than they ever have been. The fact that something almost has to be photographed to be considered 'real' for example. This makes this work particularly powerful for those who wish to find answers to the many philosophical and ethical questions that surround the medium."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I felt drawn to Sontag’s writing after reading excerpts of her essays from one of her other works for a class. Her writing is filled to the brim with critical thought, keen observations, and passion. It’s difficult reading (as mentioned by other reviewers, everything seems to contain a new point, and I wanted to take my highlighter to every other sentence), yet it still remains engaging and is rarely dry. As I read Sontag’s essays, I feel like I can imagine her fiercely arguing for the many ideas and questions she posits. Despite not agreeing with it all, I have to love her for that. There’s a lot presented in , and most of it is highly critical. Sontag scrutinizes the role photographs have in our society. Photographs from the past, she argues, not only provide a record but invent one, and those who take them select our understanding of those events in the present. She talks about the way context and culture influence our reactions to photographs, a prominent example being Dorothea Lange’s photographs of Japanese citizens and Japanese Americans being taken from their West Coast homes to internment camps in 1942; the photographs garnered much different reactions later in the 1960s than initially in the 1940s. Sontag also speaks about the motivations of the photographers and what the viewer hopes to gain by looking at photographs. She believes photographers are intrusive, even claiming that photography can be predatory and that to photograph someone is to violate them. While I think she harshly overstates the role a photographer plays, I thought one of the most intriguing points made was about the moral passivity of photographers and a disregard for the pain and misfortune happening around them in order to get a good shot. Not leaving out the viewer, she also brings up our need to constantly be shocked by images in order for them to register with us at all, and how photography can desensitize and dim the emotional reaction to horror. Many questions are brought into play: What kind of harm does having a passive interest in something create? Does something become more real and imaginable or less so after being viewed continuously in the form of an image? Is photography a help or a hindrance to our perspective of the world? Though repetitive at times, I was overwhelmed by how much there was to contemplate and question about the subject, and Sontag provided a conceptual, often controversial angle. After reading reviews and talking to some who have read , it appears that many of its readers, whether they loved or loathed the book, had a lot to consider during and after reading. It’s absolutely worthwhile for that alone."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I first read this book back in 1981, a few years after it was released. Like most of her work, it caused a lot of controversy and gnashing of teeth. I was studying photography at Rutgers and at SVA in NY, and one of my profs was particularly irked by these essays. Something about ""How could this woman who isn't a photographer write such bamsphemy!?! etc."" Being just 20 at the time, I wasn't too concerned about her work because, like most college hedonists, I was focused on the pub and the coeds... If anything, I found her work to be a bit too wordy and above my understanding when she made certain references to psychology, philosophy, and art history - as I said... the girls... Reading the essays now, the first thing that strikes me is the sophistication and academic tone of the writing. Compare her essays to the average digital age writer and it's like night and day. I wonder often how the brevity and simplicity - or let's just call it ""shallowness"" - of internet essays and editorials is affecting intelligence. There were moments when my brain started to ache a little bit as I tried to keep her nested phrases from knocking me out of my intellectual tree! But beyond the writing style, what is most interesting about these essays is how they apply or don't apply to the world of online images in the age of infinite selfies. Now there is unprecedented access to image making technology, including sound and video. Through facebook and its social media cousins, there are images from literally every corner of the globe available with just a few clicks (or taps). I wondered throughout how Sontag might respond to this image-saturated digital world, and I especially wondered what her thoughts would be about the look-at-me narcissism of selfies and camshows, where every woman with a decent ISP can go into the peepshow business and diddle herself for profit - as well as the adolescents and college kids who make dorm-room porn to share with their friends. I wonder if she could even begin to explain the phenomenon....... Recommended for those who remember what ""film"" is and who have a large vocabulary and/or ready access to dictionaries...."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I am so tired of people revering problematic white authors, even if they’re historical. ON PHOTOGRAPHY is still seen as a classic to this day, especially for photographers. Because of this, I went into reading this book with a lot of optimism, yet these were the kinds of quotes I found inside: “The Chinese don’t want photographs to mean very much or to be very interesting. They do not want to see the world from an unusual angle, to discover new subjects.” Or “The only use the Chinese are allowed to make of their history is didactic: their interest in history is narrow, moralistic, deforming, uncurious. Hence, photography in our sense has no place in their society. The limits placed on photography in China only reflect the character of their society, a society unified by an ideology of stark, unremitting conflict.” This is so blatantly racist, I’m actually appalled that I’ve only seen people revere Sontag as a creative writer and thinker. It’s not even that people can’t enjoy aspects of her work, it’s the lack of critical discussion on the pervasive racism in Sontag’s work by present day readers that really bothers me. Like really?"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"So, so bad, I'd rate it one star if people took one stars seriously. Her thoughts give faux insights a bad name. This is one long string of ""There is no such thing as a good or bad photograph, only more or less interesting ones"", and that's an above average excerpt. Thank goodness I only listened to this. The Diane Arbus section was the highlight of a boring collection, but I can't imagine the wikipedia entry on Arbus not rivalling Sontag's chapter. The readings of 50s and 60s Polaroid and Minolta advertisements were my only other oases. Most offensive is that her references to Nabokov and Antonioni, two of my all-time favs, were head bashingly dull; and I wouldn't know but her poor judgement of quote quality in general leads me to think she was also basically slandering Walter Benjamin. This book should be more interesting in the age of Instagram, not less. When it comes to time well spent On Photography is a great big phony, and if you think that's a compliment I take it back."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"I get it. Susan Sontag was clearly a brilliant woman, but man did she suck at conveying her ideas & information in a way that's even remotely accessible or palatable to normal human beings. This book was tiny - only 207 pages - but it was like a bloody brick. Heavy, dense and totally impenetrable."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"2.5/5 [Compared to the Vietnam War, t]he Korean War was understood differently—as part of the just struggle of the Free World against the Soviet Union and China—and, given that characterization, photographs of the cruelty of unlimited American firepower would have been irrelevant. Social misery has inspired the comfortably-off with the urge to take pictures, the gentlest of predations, in order to document a hidden reality, that is, a reality hidden from them. If I reviewed this whilst in the state of mind I had when I first became aware of it, I would probably discuss how camera + photos were nothing more than tools of humiliation growing up, how my obsession with taking photos with one of those pretty looking cheapo cameras sold to newly released amateurs like myself during college was likely an attempt to 'reclaim' photography for myself, how I currently have no pictures up in my living space other than one taken during a seeming reunion at a queer festival with a couple of pre-college friends who quickly revealed that they wanted nothing to do me, that last all in a way symbolizing how much of my younger self I've had to cut away in order to live today. None of that, however, matters. What matters is that Sontag, like many thinker types, is at her best when she minds her own business, and that while this work has in some ways become extraordinarily irrelevant due to how technology has progressed, it would have retained a great deal more of its original value if the author hadn't been so careless in certain key parts. My fault, perhaps, in expecting a general level of skill from an author in all of their writings, rather than recognizing that my own bias that led me first to years ago was not likely going to support me in the realm of a subject that I am largely inured to, or, at best, value in a clinically practical matter. So, while there are phrasings and concepts in this that I see myself making use of in the long term, I don't see myself reading any further of the author. Plainly put, not enough bang for my buck, too much tripe in ratio to the treasure, and when a work can't reach 200 pages without whole slots of Tumblr-style quotes stuffed in its rump, that's saying something. At this work's best, it feeds into a commentary on the modern state of the US, wherein the government has allowed one corporation to continually increase its control over all image production and another corporation to almost entirely take over the selling of all the forms said images take. Someone more satisfied with the status quo would probably imagine I'm discussing Instagram or Pinterest or making yet another jab at Millennial-and-younger-coded paradigms, but I'm talking Disney on one hand and Amazon on the other. Tie in the surveillance state at in the Euro/Neo-Euro landscape, the military industrial complex abroad, and disaster capitalism and its venture philanthropists every in-between, and you really do have a scenario wherein whoever controls the image controls the world. It's why pretty much every mainstream media network is calling that group of fascists that cops let into the US White House a week ago a bunch of anarchists/antifa: the greatest threat to a government that has sanctioned the existence and later attempts of rehabilitation of a group whose claim to fame is mass antiblack lynchings are not groups looking to do more of the same. Sontag's limited by her refusal to take financial stability inordinately blessing certain demographics with prestige throughout the 19th & 20th c. in Euro/Neo-Euro times into account in her art/not art deliberations, but I was still able to see how the anxiety of photography so resembles the anxiety of literature in any country where separation of church and state and subsequent sacrifice of the state to capitalism necessitates that such entities that are largely capitalistically useless, i.e. the Arts, must necessarily substitute in place for the church/moral backbone. Thus the reason, in my corner of the world, library careers founding themselves on diversity/equity/inclusion and reading for ""empathy"" and ""anti-racist"" reading lists, as if someone's expanded subscription to Barnes & Noble is going to save Black Lives Matter activists from mysteriously killing themselves in the backs of police vehicles. The fact that a lot has changed is also indicated by how teaching viewers how to detected photoshopped/fake images is part of my job description, but when it comes to viewing a picture, it's a lot more like leading a horse to water across the board: libraries aren't going to completely combat the influence of pictorial propaganda plastered on every inch of every sector of US society. Indeed, that'd probably entail less funding in the long run. At its worst, the fact that this edition takes the form of a dry and cut collection of pages is quite misleading. It would best be served as one of those obnoxiously large coffee table books, where not a name or piece or museum display is mentioned without the opposite cross section being entirely devoted to relevant images that, despite Sontag's argument that photography inherently promotes equity, are still the ones she chooses to pass around so her dutiful little fans can buy the appropriate material from the appropriate sources and have the appropriate conversations with one another. For this is but one instance of Sontag, at certain key points, doing what I've grown to value most, for my own purposes at any rate, in writings like this: contradicting herself. Now, repetition is all well and good, for it demonstrates that writers are taking a certain care with their personal holisms rather than spewing out whatever's going to make for a good trumped up blog post for the highfalutin crowd and whatever their obsession is at the time. Contradiction, however, often occurs at the juncture between thought and loyalty, and when it comes to Sontag and many others, this is often an indication of conflict between their analysis of the general and their faith in the specific. Take Sontag's repeated juxtaposition of thousands of years of ""Western"" thought with a couple of day's/week's/month's observations of ""Eastern"" behavior, more truthfully rendered as the paradigm of the US/England/France/etc vs some news clippings of China/Japan. A reflection of each country's respective behavior (unruly resistance in the Opium Wars vs cultivated submission post WWII), perhaps? Or consider the fact that Alf Khumalo, unlike every other figure quoted in the back of this work, has to be characterized with ""black,"" ""outbreak of riots,"" ""South Africa,"" alerting to readers whom they are expected to instinctively recognize and who won't be important enough in the long run to merit such. I'm not even going to touch upon the whole ""martyr to the cause of the freaks/the modern necessity to compromise inherent sense of beauty with externalized compassion"" theme Sontag had going on in the second piece of this collection, cause I'm sure someone's going to come out of the woodwork and spout on and on about how you have to read everything else the author's written to get at why she's so committed to drawing the same old mewling and puking lines in the sand of who observes and who is observed. The rich do it and it's art, the poor do it and it's documentary and all that jazz. So, in essence, Sontag presents some effective tools with regards to unpacking photography that can be extended to creative media at large, and then does the opposite in a really predictable manner. ""Dated,"" perhaps, but in ways that, considering both my previous experiences with Sontag and her general reputation, I was more than justified in expecting otherwise. Part of the trend of 'read what you want' that I find so tedious these days is it tends to result in grotesque amounts of artificial positive reinforcement when it comes to the sorts of materials that is publicly deemed as ""acceptable"" to hold in high esteem. Thus, I imagine, why there's this collective blanking out in the more popular reviews regarding the issues I had with this work. There's also the whole 'identity politics' thing that I refuse to gloss over in order to raise the actually successful parts even higher as so many do, but honestly, if there had even been the slightest mention that any of what I encountered was rather off, I wouldn't feel the need to go on about it for so long. Sontag does some interesting stuff, but parts of it come off as more lazy/babbling nonsense/philosophy-lite than anything else because her writing's relative ease of comprehension makes it easy to see where she takes certain exceptions in her own proclaimed generalities just cause she can. It's a shame cause, once material like hers loses its artificial propping up in the form of the usual onanistic ivory towers feeding into onanistic mass public consumption (the fact that she uses 'narcissistic' in place of that perfectly serviceable descriptive is part of the issue), what of it is going to survive? Certain frames of thought of hers are going to remain serviceable so long as settler states are major actors on the field of image production, and I'd rather not have less positive bisexual Jewish woman rep in the world. There's just this whole component of uncritical 'awe' bundled with her and so many of the usual others that doesn't serve me well when I'm determining whether it's worth reading something. I could act in the manner that some seem to treat as a hard won right/badge of honor these days and cut off my reading once the entertainment factor runs out. However, considering what I just said about how such feeds into skewed representation on sites like these, am I going to make the problem even worse? Naaah. This book will survive a few knocks of this type. Otherwise, there's no point to it existing."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"Every paragraph sounds like the end of a chapter, a summation filled with nuance and aphorism, but it's too much. It's a superhighway jammed with loaded information. It's good stuff, except i wish it had been more concise or I had had the photographs she was mentioning to cut up the incessant babel of her reflection. Her introspection needs more concrete. Sontag attempts to isolate the photograph as an art form, to insist that But because of the objective properties of a photographic image, to view it aesthetically is to abstract or compound some meaning to the original subject: this. The of Photography is the man who once terms exist, can manipulate them. She idealizes Frank and Arbus who, opposed to ""the man who believed that a spiritual America existed somewhere,' had the is. There are no ""Americans"" as we see them plain, but the insane and disfigured whom have yet to be captured by the eyes--these are Americans. This is the reflection of a completely objective standpoint: Photography. It is unnerving. Which is how, by some weird frame of idealism being subverted, photographs have made reality more . . To show a discrepancy in the norm is . Freaks are at every angle, this is the beauty of Photography. Even in nature there are moments, humanity. A Photographer intends to prove that the past is all that exists. Every moment has been felt in disappointment; nothing is real as it is all too real. It's the past that is made into story. The book is filled with quotes, anecdotes and introspective brouhaha, as to be expected with Sontag’s keen librarian mind. I would delve into this with a Nietzsche quote, It is the wrongness that is exacting, that particularizes the surrealism within reality. It is an idea of staving from direct acceptance to a drifting objectivity which allows either/or interpretations. Nothing is to be taken for granted as all is the flesh of film, it can all be manipulated by our modern “heroes”:"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"As a disclaimer I find 'Severus Sontag' sometimes intellectually dishonest and obnoxiously arrogant both on paper and in past recorded interviews (that insufferable one in 1992). I stuck with this as she has been said to have made important art history insights here. I don't think this deserve 1* as the essays reference many works and raise some interesting generalizations and opinions on photography and its place in art, especially in comparison to painting. It is to her credit that Sontag can write with brevity and style on a relatively esoteric topic. But I don't think this book deserves 5* as other reviews have clearly pointed out: this book lacks a central thesis, and has essays that are needlessly tangential, political and polemic. Recurrent ideas are met in essays on different topics, and it is particularly difficult to remember any concrete points or categories she loosely makes. I'm going to settle on 3*s as—through a cumbersome style of continual left-branching and hand-wavy observations—she does stay very much photography and went some way to helping me appreciate it as an art form so that when I next go to a museum or see important photographs I might be able to discern for myself what has created their value. Summary of points I found interesting: -Photographs are past 'possessions', paintings past 'representations', and so have a different relation to quelling nostalgia. -A camera appeases the anxiety which the work-driven feel about not working when they are on vacation [...] they are a friendly imitation of work. -To take a photograph is more than passive observing, as you comply with your interest in things in the way that they are, even if this results in another's pain or misfortune. -Contrasting Stieglitz with either Arbus or Evans in the power for photography to describe and promote either the union or alienation of a nation. -What renders a photograph surreal is the distance in time and social class imposed—its irrefutable pathos as a message from time past, and the concreteness of its intimations about social class. It is as if only looking at reality in the form of an object (a photograph) is it really real, that is, surreal. -Photographs have freed writers from the obligation of describing, movies have usurped the novelist's task of storytelling—thereby, some claim, freeing the novel for other, less realistic tasks."
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"This book is a great analysis of how photography has changed and how we relate to those changes. Are images just a reproduction of reality, something to keep things alive that have gone before, or are they really an art form? Some of her keen observations on photography are: ""Photography does not simply reproduce the real, it recycles it."" ""To photograph is to appropriate the thing photographed. It means putting yourself into a certain relationship to the world that feels like knowledge and therefore, like power"". She reminds us that we are largely workaholics! This clarifies why people are so zealous with their new digital cameras. It keeps us working all the time!"
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"Without question this is a well written and articulate book that makes you ruminate on the worlds' and your own relationship to photography (an inventory on mortality). I'm not going to lie though, it definitely felt like a chore sometimes, especially in the middle, so I really had to attack this one to finish it. (she REALLY hates Diane Arbus eh?) There were so many good quotes and passages I could pull from this book, but I really liked when she talked about the inherent aggression that is implicit in the use of a camera, the message of a photograph, even if its a dull, boring, passive photo is ""aggression"". The part about how certain ppl only take photos of ugly things rather than beautiful things to be subversive - folks! what would Susan Sontag think of instagram and our phone cameras 50 years later 😛 I also really liked how she talked about how the viewing time of a film is set by the filmmaker whereas the viewing time of a photograph is however long you want it to be. After reading this textbook, I'm pretty confident that the only real purpose of photography is just for people to say ""oh wow, look how young I look here!"""
On Photography,https://www.goodreads.com/book/show/52372.On_Photography/reviews?reviewFilters={%22languageCode%22:%22en%22},"Forgot my highlighter for the last 70 pages and I’m absolutely fuming This was just a super interesting book, it’s especially interesting that when cameras first came about people were worried that taking snapshots of eachother would relinquish any personality, individuality,uniqueness,love ect that they have . Now it’s almost like photographs are used as necessary proof we do have all of these qualities. I could totally see myself reading five million times and coming to a new conclusion every time"
