Book Title,Review Text
The Shining,"Recovering alcoholic Jack Torrance takes a job as caretaker of the Overlook Hotel, bringing his family with him. But can even his son Danny's special gift, The Shining, stop him from going mad and butchering his family like other caretakers before him? Yes, I'm several decades late to the party in reading this but after reading , I had to read my first non-Dark Tower Stephen King book in years to see how the old man did horror back in the day. I'm not sure this was such a good idea. This book isn't very long but felt like it took a few ice ages for anything to happen. Sure, there were some creepy parts, most of them involving Jack or Danny and the Overlook's ghosts. I think if I hadn't seen the movie first, the book would have been much more enjoyable for me. I think the advantage the movie has over the book is that a third of the time isn't spent delving into Jack Torrance's past. In the movie, we know he's balanced precariously on the razor's edge of madness the first instant we see him and no one in their right mind would want to spend any length of time locked up with him. In the book, we witness the downhill slide for hundreds of pages. The biggest advantage the book has over the movie: the mom is hot and not played by Shelley Duvall. That's all I have to say about that."
The Shining,"The first time I read The Shining was in High School, it was the second Stephen King novel I read. I loved it, I loved the creepy horror aspects of the book and I liked the book much more than I liked the movie. As I continued my Stephen King binge I decided to go back and reread this classic. As an adult I still loved this book but for a different reason. This go around it was the non supernatural aspects that appealed to me most. Jack Torrance our villain was already barely hanging on to his sobriety and sanity before this book even began. The Overlook Hotel didn't make him crazy, it just gave him the final push. Jack would have snapped anyway. Jack was an unemployed recovering alcoholic with a nasty temper. The Overlook just brought out the monster hidden inside him. Stephen King is at his best when he uses real life horror with supernatural horror. Chances are you will never see a ghost or spend a night in a Hotel like The Overlook but people like Jack Torrance really exist. In the news right now is a story about a man who murdered his pregnant wife and 2 small children. I highly doubt a supernatural force made him do it. The Shining is an All- Time classic and it deserves all the hype it gets. If you've never read a King novel The Shining is a good place to start. Hooked On Books August Read-A-Thon 2018 Badass Books Reading Challenge: An award winning book"
The Shining,Could've been about 100 pages shorter. The middle section was kind of boring. But the last 20%....WOW. Totally had me on the edge of my seat. I can't wait to watch the film version even if it's totally different. I'm sure it'll be hair-raising. 3.5 stars
The Shining,Million stars. I’m overwhelmed. Review to come.
The Shining,"On my journey to reading/re-reading all of SK's books in publication order, this was a re-read but The Shining is always a joy to re-visit not one of my all time favourites but still incredible. A stunning piece of writing and please don’t go off the film for this one it does it no justice (and I quite like the film) It’s hard to believe this is just a story whilst reading as no matter how far-fetched it seems it appears so real and really makes you think it might have happened. It is such a scary story and its popularity isn’t undeserved. I first read this book as a young teen and re-read in my 20’s and I loved it just as much the second and third time this book just doesn’t get old and is still very relevant in today’s society maybe even more so. ""Wendy? Darling? Light, of my life. I'm not gonna hurt ya. I'm just going to bash your brains in."" ""Small children are great accepters. They don’t understand shame, or the need to hide things."" ""If you're going into a very dark place, then you should take a bright light, and shine it on everything. If you don't want to see, why in God's name would you dare the dark at all?"" This is the book that truly made me fall in love with King’s writing and he really is the KING of Horror. It doesn’t get much better than this book the only reason this isn’t getting a 5 star is probably because I saw the film first so I couldn’t stop seeing the film in my head as I was reading, I also think it drags a little sometimes and I just wanted to get to the climax but it wouldn't be SK without a little over explaining. I can see why do many people hate the film because it doesn't capture any of the character development and misses out half of the best bits about the book. This book is spine chilling and an absolute classic a must read. If you haven’t read this yet seriously WHAT ARE YOU WAITING FOR!!"
The Shining,"Delee? Yes Danny... Do you feel bad? No Danny, I just really hated your performance in the movie version of THE SHINING. Really Delee? Yes Danny, I hated it more than anything else in the whooole wiiiiide woooorld. I know this is supposed to be a review of the novel THE SHINING, and not the movie...but I can't review the book on its own. I tried...I really did. I first read THE SHINING just before the movie came out on video- some time in the 80s- because usually if I watch the movie first, it is very rare that I go back and read the book- I remember liking it quite a bit, but over the years the movie and the book seemed to have blended into each other in my head. I had only read the book once...but I have watched the movie zillions of times. (okay maybe not zillions...but a lot). Stanley Kubrick version of THE SHINING is visually stunning- no doubt about it- you can tell that Kubrick was a photographer first and foremost. That is what I love about it, and why I go back and watch it over and over again...but character wise he failed miserably. Danny was horrible- The finger talking , and the voice of Tony made me cringe. Movie Wendy (Shelley Duvall-) was sad, weak and pathetic, and Jack Nicholson- as Jack Torrance made the character crazy right from the get go. I never once believed that Jack ever loved his wife and son. Kubrick also took out much of the supernatural in the movie, making it more of a mental breakdown of Jack's character, than influence from a haunted hotel. So for anyone thinking that because they watched the movie, they know the book. They are dead wrong. I went back and re-read THE SHINING after reading Dr. Sleep- the sequel, and continuation of Danny Torrance's life. I decided it was time to once again re-visit Danny's childhood. There was so much I had forgotten and mixed up having watched the movie so many times. The novel follows Jack Torrance, a recovering alcoholic and writer. After losing his teaching job, Jack decides to accept a position as the caretaker of the Overlook Hotel during the off season. Coming with him are- Wendy- his wife, and Danny- his five year old son (who has psychic abilities). After a winter storm cuts the family off from the outside world- evil forces from the hotel's past, and Jack's own troubled history- start to drive him slowly insane- leaving Wendy, Danny, and Jack in incredible danger. Stephen King wrote THE SHINING when he was in his late twenties and still in his drinking phase. I think that Jack Torrance was the closest King ever came to writing his own true persona from those years, and I can see why he was so disturbed with Kubrick's interpretation. Gone was the strong beautiful wife, gone was the gifted, smart and lovable son, and gone was the sympathetic main character who tried so hard to redeem himself. Suspenseful, thrilling and terrifying- this was a fabulous read...even the second time around."
The Shining,"It’s not the book; it’s me. This is a fine novel. One of the jewels in Stephen King’s crown; written when he still had confidence in the judgment of an editor. Do you want to see King’s skill in characterization and storytelling? How about chills and thrills? Look no further, it’s all here. What’s also here – and this is why the book dragged for me – was the abuse. Whatever Jack’s reasons for dishing it out (daddy issues, drunk, possessed), it was still hard to process and it made it difficult to warm up to the book. People bring their past into any sort of entertainment endeavor and consequently their experience is colored and enriched (or not) by what they choose to watch/read. Again, I can appreciate King’s craft, but didn’t find this a satisfying or fun experience. Before reading this I’d watched the film a few times, enjoyed it, smirked at Jack Nicholson’s over the top performance and thought that Kurbrick’s vision of a horror movie was overblown but decent. After reading the book, it becomes crystal clear why King hated this particular cinematic treatment of one of his books. First, any questions or plot holes that might have been nagging at me after watching the movie were answered within a hundred pages of reading the book. Second, for the most part, the film was horribly miscast – sure Nicholson’s performance was “fun”, but it seems to come out of a different place and his descent into madness was perfunctory rather than slow and tension building. And don’t get me started on Shelly Duvall, the kid and “Tony”. Third, maybe if the movie was made today and it used current CGI (for the evil shrubbery et. al) it might have been more “complete” and better, but I doubt it. I don’t hate the movie, but the book is a more rewarding treatment to this story by miles. Bottom line, the book is terrific, but I didn’t enjoy reading it. This was a huge buddy read with Anne, Stepheny, Trish, Dan 2.0, Jenn and le Ginger."
The Shining,"3.5 ⭐ Update: Post Movie So, I just watched the film with my fiancé. I swear I only said, “This isn’t what happened in the book”, like maximum 6 times…. Oh, my dear lord, the movie is atrocious! I’m not only referring to the dismal acting of basically everyone except for Nicholson or the shitty hotel that has ruined my mental image of what the Overlook would look like. But the amount of shit that was left out or mishandled so they could cram this idea into a 2-hr movie is mind-boggling. Jack’s alcoholism is non-existent, we get none of the flashbacks about his father, it’s not understood that he has anger issues before the hotel interferes, the hotel’s role in is decaying mental health is barely touched upon, Wendy’s character is reduced to a snivelling subservient mouse, Danny’s powers are not effectively communicated and he voices Tony while pivoting his finger up and down (It’s fucking terrible. The kid’s an awful actor! Sorry, not sorry. It’s all good, he’d be like 40-odd now), Halloran is creepy and his only purpose in the movie is as a sacrificial lamb offering up a vehicle so Danny and Wendy can escape…. I could write a damn essay on why this movie was terrible. If you’re thinking, “Oh, I’ll just watch the movie for this one.” Um, no, read the book people! is pretty much everything I’ve always imagined a Stephen King novel to be, to a T. Whilst it is marketed as Supernatural Horror, I feel like it falls short with regards to its genre definition at least as far as the horror element is concerned. Based off this novel (my sole King experience) I imagine that his amazing success is much more to do with fantastic characterisation and nuanced handling of heavy topics (in this case alcoholism, mental health and domestic violence) than anything to do with a knack for spine-tingling scares. Jack is an aspiring writer. He also has issues with anger-management which are only exacerbated by his strong inclination towards the bottle. After making a series of awful life decisions culminating in the loss of his job, Jack is offered a lifeline by an old friend. Jack, along with his wife, Wendy, and son, Danny, head to the ‘Overlook Hotel’ where Jack is to be the full-time caretaker during the off-season, however, it seems that perhaps The Overlook is not satisfied with a simple caretaker and has taken a liking to Jack’s son Danny and his mysterious shine. Let’s flip it and get the couple of out of the way first. It’s been a hell of a long time since I read anything from R.L.Stine but I’ll be damned if this didn’t feel, at times, like I was reading a Goosebumps or Fear Street book. I guess what I’m trying to say is that this felt very much like . I grew up with that shit, so mad love, but it really doesn’t have the same effect on a moderately desensitised old 30-something as it would on a pre/early teen. Unless you have an , I doubt you’ll fear anything within these pages. Though, you may be grossed out once or twice. I have a minor gripe with the writing which was otherwise one of the major strengths of the book. On occasion it feels like King’s voice cuts through the characters. This might seem obvious as an author���s characters are him/her to some degree but when that voice comes through a lot of the characters in the same way, it seems odd. One such example is the use of “Baby!” in speech. Eg. “Burn, baby, burn.” “Cash, baby, cash.” “Human Nature Baby, grab it and growl.” I’m hearing King rather than the character and as a result am just pulled out of the story momentarily. The , as mentioned earlier, are King’s characterisation and handling of heavy topics in a nuanced and accurate manner. as early as the quirky character, Watson, but it truly shines in a deeper way with his analysis of Jack. Jack is an alcoholic that really struggles to control his anger. His insatiable thirst for alcohol is truly palpable and his confused, often maniacal, inner monologue show two very different Jacks fighting for control over the same mind. He is often full of bitter anger and self-awareness simultaneously and it seems to tear him apart, particularly when we learn of his childhood and his own father having the same traits. Danny, on the other hand, is a very believable child. He is highly intelligent, emotionally, for his age which I would say is due to The Shining he possesses which is a kind of Psychokinesis. A mashup of Telepathy, premonitions and a spiritual connection to the dead. At the same time, however, he is so evidently just a little kid stuck in this absolutely horrifying scenario, witnessing his own father losing his mind and trying his best to support his mother whilst not falling apart himself. I have a number of other King titles on my shelves and look forward to visiting some of them at a later stage. Though I didn’t love this one, I’m well aware that King’s back catalogue is long and stretches to a number of different genres. Happy reading!"
The Shining,"I had never planned to read one of Stephen King's best books for last. I started fairly young with Cujo, and then went forward instead of back. The movies for many of his books by then, including The Shining were already out there, and of course I had seen them. During that period, I hadn't known King's feelings on Kubrick's movie, the portrayal of Jack with many etceteras. I just figured the movie told the story, and so that was it. So I read his others, and time goes by. King wrote an intro for readers later on that I found in a beat up paperback copy I own. The cover art sucks because it shows a young boy with a face that looks decidedly mad and possibly evil. I knew enough about Danny to know that the picture wasn't true, but I kept the book around for the intro. In it, King says, “there comes a time in a writer's career when you got to make a choice: either do what you've done before, or try to reach a little higher.” Before I read The Shining, I would have thought he'd done just that with Salems' Lot. But I understand the certain differences he hints towards. Jack becomes more realistic to readers because of his own backstory, the abusive relationship with his own father. Instead of letting readers make the leap, he delves into it for a time. The depth of a plot always matters, or alters our experience. It's not simply The Overlook pressing its will on Jack, but also something deep inside of him. King and Kubrick actually discussed this topic. Kubrick went another way, and that's fine. But also it's not fine because while a movie can be 2 dimensional and still be entertaining, a good book can't be, not really, not if it's to be better than the last, and remembered for so long."
The Shining,"I rarely read horrors so when I read one I want it to blow me away and remind me why I am scared of them. And this one did scare me bad at times but the finale was not what the story was building upto in my opinion. I wanted it to be more scary. Except that I loved the book, the slow build up, the tension, the little details, all was fantastic."
The Shining,how is this book so popular?! it is boring as FUCK
The Shining,"4.5 stars First of all I’d like to congratulate myself for making it to this day without being spoiled! I hate spoilers so much and I go to extreme lengths to avoid them (like skipping that friends episode where Joey and Rachel were spoiling books) I’m just glad I finally get to read this book so I could live my life normally without having to avoid being spoiled. There’s nothing I could say that hasn’t already been said about this book. I just enjoyed it a lot! What a ride it was! It freakin stressed and creeped me out. The setting was so scary, spooky, and atmospherically creepy. We got a haunted hotel. A complete isolation in that creepy hotel with no means of contact and no way out. The madness and hallucinations the hotel started to cause. The idea of the book is just completely scary. Also, the characters were so well written. I loved how we slowly get to know more about them and their inner conflicts and their relationship as a family. The book was just so enjoyable to read!"
The Shining,"As the snow piles up ever higher, madness is making its way through the myriad hallways of the Overlook Hotel. It seeps into the fragile mind of the off-season caretaker, a recovering alcoholic who is ensconced in the hotel with his wife and young son. Things creep here at the Overlook, from the hedge animals in the elaborate topiary, to the pressure valve of the ancient boiler, to the hose of an old-fashioned fire extinguisher. Vestiges of atrocities committed through the years within the confines of the establishment continue to menace."
The Shining,"Some movies are so memorable that the mere mention of them evokes vivid images. ""E.T"" for instance. Say the name and my mind immediately conjures that adorable alien on his bicycle with a young Drew Barrymore, a bright moon rising behind them. Another is ""The Exorcist"". Who doesn't see Linda Blair's head swiveling around too far, crunching as it does, a malevolent smile on her bloody face. Or puke spewing out her mouth. Then of course, say the words ""The Shining"" and most of us picture Jack Nicholson and his lurid grin, head bulging through the crack in the door: "" Johnny!"" Shudder, shudder, !!! For the longest time, I didn't want to read because I was certain I would just see that creepy face of Jack Nicholson the entire time. However, my GR friend Carly read the book a year ago and said the book is different enough that she rarely ""saw"" Jack Nicholson so I decided to add it to my TBR list. She was right. I did not see Jacky boy in the book, only once or twice did I think of him. Instead, I saw an entirely different movie playing out in my mind as I read, with entirely different characters. That is not to say the book differs that much from the movie, though I watched it so long ago that I had forgotten much of it. Dang ! What is it with Stephen King that his novels are so ? I cannot pinpoint why but I think it's safe to say he is a literary genius. I absolutely loved this book, even more than the movie though I didn't find it scary for the same reason most people do. As with the movie, I was afraid of Jack Torrance because of Jack and his own inner demons, the ghosts of the abuse he suffered as a child that lead him to drink and become a monster. I suppose because I don't believe in anything supernatural I was not scared by the house but instead saw it as a metaphor. It is Jack himself I feared, not the house, not some spirit or spirits that make him become evil, that control him and cause him to try to kill his wife and child. It's never the supernatural that scares me but other human beings in their capacity for evil due to untreated mental illness and/or addiction. And that is how I saw the book, as a metaphor to Jack's addiction. The ""ghosts"" were in his own mind driving him to drink and changing him into a different person than sober Jack. And is Jack-under-the-influence a freaking scary person!!!! Holy crap! I don't know how many times I found myself holding my breath, terrified for Danny and Wendy. I did not want this book to end; though it was 660 pages, it could have been three times as long and still wouldn't have been long enough. Thankfully, since it's not a never-ending book, there are many other Stephen King books that I have yet to read. My one complaint is the use of the 'N' word. I think it should have been left out and hopefully if King wrote the book today, he would. On one hand, it's paired with evil behaviour so at least there is that. But did he really need to use it as much as he did, particularly towards the end? Wouldn't once have sufficed? That bitch aside, I highly recommend this book if you haven't yet read it or haven't read any King and want to understand what all the hype about his books is about. It'll take you on one hell of a ride! (I'm not entirely sure what qualifies a book as a classic, but since this book is almost my age and still widely read, I will grant it classic status and have it be my January 2020 classic-of-the-month)"
The Shining,"This is my third Stephen King novel and was a buddy-read with some ""veterans"". In this classic horror novel, we follow 5-year-old Danny and his parents. His father used to be an alcoholic, who eventually lost his job due to a (sober) outburst that ended in violence towards one of his students. As a last chance, a friend from the school's board gives him the job of caretaker for an old hotel up in the mountains throughout the winter (the hotel is closed then and cut off from the world but still needs some rudimentary works to be carried out). After some further people are introduced, we get glimpses into the lives of all three characters and learn a lot about their family lives, marriage and Danny's childhood. Simultaneously, we learn of the hotel's history that could explain the growing sense of unease and darkness as the story unfolds. When the snow has set in in earnest and there is no getting off the mountain, the monster(s) come out to play. I know, it sounds mundane, boring even, but that is because my description has to stay vague so as not to give away too much. We've had ""gifted people"" before in King's books. And we've had vampires, undead creatures as well as evil clowns (not really but any other noun would give the plot of that one away). Here, the ""creature"" and therefore additional cast member is a building. It's amazing how the author managed to flesh it out and give it character as if it was just another human being however. It felt alive throughout the book, like a person slowly waking up from a slumber and then raging. Brilliant! As usual for Stephen King, the supernatural element is well done but the true monsters are the people in here. Actually, this is the first novel I've read of SK's where there is at least one truly good person. Usually, we start liking someone but then get a glimpse into their thoughts or pasts and find out that no matter how pretty the facade, there usually is at least a little bit of rot at the core. Not in this case. That is not to say that there aren't monsters here. Basically, this is a story of domestic violence and abuse, but with a supernatural twist and King's usual depth to the single characters (even the not really important ones). Even the mother, who could be described as a victim, was not without severe fault and I caught myself wanting to smack her more than once. I like how many of the author's characters struggle so wonderfully - in the end, they often lose due to small things that get blown out of proportion. Just like nothings can turn into a huge fight between spouses. The Overlook Hotel can't get you if there isn't at least the smallest bad seed already inside of you and it works great to emphasize what human beings can do to one another and how madness as well as darkness can be and often are hereditary. The angle on addiction was also extremely well done and realistic, showcasing King's experience and research, and made the sense of dread and unease even stronger (maybe because I've experienced drunks and have had a problem with people consuming a certain amount of alcohol ever since). Oh, and yes, I've seen the movie. No, it's nothing like the book and actually a disgrace so I understand King's hatred of it. And nobody give me any excuses like ""but it's an old movie"" because the other SK movie adaptations I've seen are old as well and all better than Kubrick's movie. Anyway, this audiobook was very well done. The narrator had a nice way of slightly changing the voice of Jack over time to mark his slow but sure deterioration and he managed to make me jump quite a few times. So yeah, this might be one of my favourites though it is hard to tell with Stephen King. The interesting thing about that is that I didn't feel as deeply for or about the characters as I did when reading his other novels (I loved the kids, though not their adult selves, in and loved to hate everyone in ) and yet ... Call me a fangirl but the man has a way of picking mundane ideas and twisting them fantastically, before shoving a host of everyday characters into the arena and watch them fight it out. *lol* Every book is a wonderful and thorough character study and I'm loving it."
The Shining,"Full review now up! The Shining is my first book by Stephen King and first horror novel as well. I could think of no better author than The Master of Horror himself for my introduction into this genre. Of course, I have seen the movie version of years ago. Only vague details remained clogged in my memory from that experience, but not much else. So, I went into this with as little knowledge as possible for such a popular book. I believe this helped me enjoy the story more and let the buildup to the more frightening scenes have better effect. Not that I was ever truly frightened……honest, but I was severely creeped out a few times. Stephen King just has that knack for setting up a scene to get the most shock value out of it. There was a few times I was like, yeah, that’s not that scary. But by the end of the scene I’m on the edge of my seat screaming run, run, damn you. I believe what makes this story so relatable are the characters and some of the events that take place. They could be from any normally dysfunctional family, and many of us have experienced some kind of paranormal activity. Of course, not to the extreme point that is in this book, but even a small paranormal experience can be disturbing. Bye the way, the next time I see animal shrubs, I will be turning around and going the opposite direction. Or I’m going in with a Ghostbusters proton pack strapped on my back. That’s the only way. Going into this book I had always wondered why the book was named . I don’t remember the movie ever explaining this, but like I said, it has been years since I watched it. Needless to say that question was put to bed early and was a main focal point in the story. Why only 4 stars? Well, for my first horror novel I didn’t really have anything else to compare this to. I really enjoyed the book, but I wasn’t really satisfied with the ending. Everything was wrapped well enough, but I just had a few issues. I won’t go into detail for fear of spoilers, but that is why this didn’t get the full 5 stars. I’m glad I picked to get me started in this genre. Although, I won’t take all the credit. My good GR buddy Craig had a role to play in that as well. So, hats off to you mate for the excellent recommendation. I would most definitely recommend this to readers out there who have not delved into this genre before. And those of you that have…why have you not read this yet? I will be adding the horror genre to my favorites list, so you will be seeing more horror reviews from me in the future. Until then...happy reading! 4 stars ****"
The Shining,Finally read this horror classic! I've seeing this movie so many times that it was fascinating to spot the differences both big and small. I'm going to watch the movie with fresh eyes tonight and will post a book/movie comparison next week.
The Shining,"“Sometimes human places, create inhuman monsters.” I couldn't possibly tell you how I, as a horror lover since childhood, have managed to live to the age of 31 years old without being seeing The Shining or being spoiled for more than the barest bones of this story's plot, but I'm pretty sure it was thanks to some sort of universal intervention on my behalf because the cosmos knew I would adore this, or something. 😅 Seriously though, I absolutely loved this book! It's easily my new favorite Stephen King title, which is saying a lot, because it's been years since I read and nothing beat that out until this novel. I was fully hooked from the first chapter and couldn't get enough of the claustrophobic setting, the lovable characters of Danny and Hallorann, and most of all, the immense feeling of that built in me with every turning event. I won't spoil anything in case you're somehow like me and haven't experienced this one yet, but I will say that I didn't expect the ending we got, and I was really pleased with it. From start to finish, this was a gorgeously told story that I'm going to think about for a long time to come. (And yes, I'll watch the movie next, but I don't have high hopes. After all, the book is always better, right?) ✨ one Black side character ✨ for: ——— | | |"
The Shining,"I don’t read much horror, but gave this a try because I have loved true crime lately. I appreciated how the characters were introduced, but this book probably gained an extra star from me for simply being about Colorado. I loved the set up of the empty hotel, where known events could be pictured by characters in the location where they happened. This aspect made the reality of seeing ghosts more real to my skeptical nature, but it wasn’t enough. I tried to scare myself with this book but was unaffected. I would read late at night, all alone, hoping I would have trouble going to sleep, but when I got in bed the only things troubling me were the election and my last muffed stroke on a golf course. The ending gave no surprises and didn’t pull anything back together, as I thought would happen in such a famous book. I would have given it two stars but, like I said, it’s about Colorado."
The Shining,"I forgot for a minute there just how much I love early Stephen King. While the movie is also amazing I am so glad I finally made it to this book which has been more than patiently sitting in my TBR for longer than I would care to admit. I love that there is just enough of a supernatural aspect and the creep factor feels completely real. Danny’s father has a last chance - a job as the winter caretaker for the Overlook Hotel in Colorado. Danny and his mother are going with Jack, but when they get there they find there is more to this hotel than the building itself. Danny has a gift, the ability to read thoughts or emotions and sometimes to just know things, he meets a cook named Dick who tells him he has the strongest Shine he’s ever seen. But his gift also makes him shine brightly to the things that go bump in the night."
The Shining,"As I read, I had to keep reminding myself who wrote this book in 1977. Indeed, I found some things that Stephen King used in other novels. These facts mean that ""Shining"" is, in a way, one of the precursors of all author's fantasies. Knowing him a little, I knew there were some things to watch out for. For example, when I heard about wasps, I thought they would play an important role. Stephen King's narration of insect bites frightens the reader on this subject. I could hear them buzzing in my ears ...! Other things concerning the fantastic seemed to me to be foreseeable. For example, strange phenomena appear when the author presents his characters; we suspect who will be affected and who will switch to the dark side."
The Shining,"And now he was crouched in a dark hallway, crouched on a blue hallway with a riot of twisting black shapes woven into its pile, listening to the booming noises approach, and now a Shape turned the corner and began to come toward him, lurching, smelling of blood and doom. It had a mallet in one hand and it was swinging it (REDRUM) from side to side in vicious arcs, slamming it into the walls, cutting the silk wallpaper and knocking out ghostly bursts of plasterdust: In Stephen King's iconic novel , Jack Torrance has recently lost his teaching job and is a recovering alcoholic. He has a wife, Wendy, and a five-year-old boy, Danny. We quickly learn there is more to this small family than what's on the surface. Danny is plagued by bizarre visions and goes into trances, claiming to see a vague person named Tony when he's bodily incapacitated. Tony is always far off, out of reach, and his origins and meaning are unclear to Danny. Meanwhile, Jack is revealed to have a somewhat violent past, and the reader learns that he is quick to anger, and can lose his temper quite severely. He constantly thinks about having another drink, about relapsing back into the extreme alcoholism that plagued him for years, ever since college. Jack is determined to stick it out, for the sake of his family, and an old friend of his soon cuts him a break and sets him up with a job in the Colorado Rockies as the winter caretaker for the Overlook Hotel. But the Overlook is not what it appears to be, and neither are Jack or Danny... Overall, I thought was a fantastic book. It's not a full-blown masterpiece, at least in my view, because it does have some flaws, but I do consider it to be somewhat of a masterpiece. I'll explain why it is and it isn't. Let's start with why it isn't. Simply put, parts of it are extremely boring, and they drag out quite noticeably. Long scenes of probably at least ten pages cover monotonous events like Jack re-shingling part of the Overlook's roof, or getting into drunken exploits with fellow alcoholics, or researching the long and tediously-outlined history of the Overlook Hotel. I didn't feel all of these scenes added to the story; some did, but some were repetitive or overly drawn-out. There were also some things that made King seem like a horny and/or creepy adolescent, like the bizarre and repeated references to female breasts and particularly to squeezing and fondling them. That became a little deranged after a while, and I found it somewhat off-putting and immature. At the end of the day, it's a bit hard to say ""That's the best book ever! What a masterpiece!"" when there are issues of tedium and borderline perversity like these present throughout the book. Or at least for me it is. Now to why it is somewhat of a masterpiece. Mainly, for me, this comes down to Jack Torrance. What an amazingly executed character. He's actually a pretty terrible person. As I said, he's quick to anger and can be violent, but he also just generally seems like an a**hole. People will be explaining things to him and he seems very disinterested or he patronizes them in his responses, as if he's this huge narcissist that thinks he already knows everything and is engaged that you'd even have the nerve to think he needs such things explained to him. He speaks in a short manner with people like he wants to knock everyone out cold and like he needs serious anger management training. He's just not a very nice guy. But it's how it all comes together and builds up that is so masterful. The things I mentioned are just little things that, along with his struggle with alcoholism, the pressure to provide for his family, and so many other things, combine to make him extremely and believably susceptible to sinister forces and to going insane, which he of course eventually does. It was just so brilliantly developed and built up; you could actually his growing madness, and it infected every aspect of his personal and professional life. Absolutely brilliant. Jack's son Danny and Overlook chef Dick Hallorann are also exceptional characters, and they played very well together. I loved them both. Wendy I found to be the biggest doormat and fool of a character I've seen in some time in a book; she was absolutely awful, and her naivete was so extreme it became unbelievable by the end of the book. But for the most part, the characters in this book are superb, and I doubt I'll ever forget some of them. , until about the last hundred pages, is the absolute slowest of slow burns, but Jack Torrance's descent into madness is among the greatest I've ever read in literature, and the constant atmosphere of dread created and skillfully wielded by King is a thing to be admired. A full cast of mostly excellent and unforgettable characters rounds out what is, without a doubt, one of the greatest horror novels I've had the pleasure of reading (although it's not as scary as ). Highly recommended."
The Shining,"The Shining is the greatest ghost story of the 20th Century. I haven't read every ghost story written in that hundred-year period, and I'm sure there are others that some folk rate as being better, but I can't see how a finer and more scary story of a haunting could have been written than this one. (If you have suggestions I'd love to hear them) This novel is Stephen King at his absolute best. It's the perfect intersection of his mastery of story, his command of the horrific and his flair for tension. You most likely know the story already. Jack Torrance, a flailing, alcoholic writer with a troubled past takes a job as the winter season caretaker at The Overlook Hotel in Colorado, a huge, long-halled and echoing building. He and wife (Wendy) and his son (Danny) move into the hotel, and he settles in to write, hoping that the peace and lack of distraction will help him create something great while the snow piles up outside, cutting them off from the world. Danny, although he is only five years old, is touched with a gift. He's a shiner, someone with an extra-sensory ability. He can perceive things from the past, foresee some events and is aware of things that lurk on the edges of reality, out of the sight of ordinary people. Very soon he begins to sense that The Overlook is a malignant, corrupting place, a place that will seduce his father into homicidal madness. As the Hotel begins to lure Jack into the darkness his wife and son must struggle to survive inside their vast wintery prison. I know, I know. The way I've described it makes it sound hokey, like a twilight zone episode or a jump-scare b-movie plot. Trust me though, like so many things it's the way it's done that matters, not the subject matter, and this story is told superbly. King writes an alcoholic writer like no-one else (he lived that life, and it shows on the page) and he chronicles Jack's corruption and Danny's connection with the evil that has been done in his new home in ways that will genuinely chill you. I challenge you not feel a touch of fear reading this one, particularly after sundown. I definitely felt my own anxiety rise as the shadows outside lengthened. You get double points if you can manage reading it on a cold winter's night. I read this book when I was a teenager and re-read it as an adult, something I almost never do. Both times I was equally as chilled as I was awed. If you've never read King, this is where you should start. If you've only seen Kubrick's film, read this novel. The movie is good, but the book is a masterpiece. This one deserves more than stars - I give it five menacing REDRUMs."
The Shining,I always felt this was far more scary than the 80's movie. The story is claustrophobic and you feel very trapped with this madman. It is such a scary story. It is one of Stephen's better early works. Leaving out all the ghosts and getyous I would enjoy being somewhere for Winter snowed in for one year. I could read and write. Retirement goals. This book does what it intends and it is entertaining. This is the apex of the haunted house genre.
